pH,TDS_ppm,Turbidity_NTU,Temperature_C,Label
8.26,842.8,2.57,27.68,Unsafe
7.93,611.5,4.4,25.88,Unsafe
7.81,519.3,3.13,26.68,Unsafe
7.75,681.7,2.98,26.65,Unsafe
8.13,602.3,5.09,26.97,Unsafe
7.15,458.3,1.56,26.88,Unsafe
8.25,484.6,3.43,26.96,Unsafe
8.25,804.1,3.78,27.98,Unsafe
7.35,690.9,2.56,25.93,Unsafe
7.65,881.4,3.53,26.53,Unsafe
7.28,431,2.68,27.26,Unsafe
7.32,797,1.78,26.91,Unsafe
8.13,706.7,3.22,26.4,Unsafe
7.75,861.9,3.09,27.54,Unsafe
7.19,480.8,4.64,27.09,Unsafe
7.58,894.8,0.2,26.74,Unsafe
8.03,828.4,2.57,27.36,Unsafe
8.28,724.2,5.08,27.18,Unsafe
7.36,398.9,5.03,26.27,Unsafe
7.72,485,4.01,27.84,Unsafe
7.27,742.4,5.57,27.22,Unsafe
7.2,861.7,1.13,26.73,Unsafe
8.24,412,4.96,26.72,Unsafe
7.49,666.3,0,26.95,Unsafe
7.49,613.6,4.22,26.74,Unsafe
8.06,827.2,1.68,26.97,Unsafe
7.19,622.4,2.7,25.59,Unsafe
7.47,424.1,2.54,26.89,Unsafe
7.48,563.1,4.46,26.53,Unsafe
7.46,450.3,1.17,26.74,Unsafe
7.68,823.2,3.1,26.66,Unsafe
7.21,507.1,1.45,26.62,Unsafe
7.68,843,2.36,27.09,Unsafe
8.11,717.1,5.64,26.49,Unsafe
7.45,762.2,2.57,26.33,Unsafe
7.54,653,2.72,26.47,Unsafe
7.78,423,1.94,25.52,Unsafe
7.3,890.8,2.24,25.89,Unsafe
7.73,792.2,3.55,26.08,Unsafe
8.31,465.7,3.95,27.11,Unsafe
7.56,590.5,0.9,26.3,Unsafe
8.15,743.6,2.09,27.09,Unsafe
7.11,490.1,1.72,26.87,Unsafe
7.96,570.8,2.71,26.13,Unsafe
8.03,400.9,3.98,26.17,Unsafe
7.39,580.4,1.58,26.39,Unsafe
7.52,873.6,0.63,26.02,Unsafe
8.09,860.5,5.35,25.87,Unsafe
8.14,595.8,2.95,26.58,Unsafe
7.35,856.7,0.3,25.89,Unsafe
8.03,415.7,5.18,25.95,Unsafe
7.4,816.7,0.34,26.47,Unsafe
8.17,585.1,0.53,26.87,Unsafe
8.2,580.3,1.08,25.82,Unsafe
8.22,447.8,4.32,24.91,Unsafe
7.7,451.6,3.98,26.18,Unsafe
7.51,750,2.49,26.37,Unsafe
7.63,408.4,1.61,26.12,Unsafe
8.16,420,4.94,26.25,Unsafe
7.18,712.9,4.21,25.98,Unsafe
8.11,870,1.3,26.37,Unsafe
7.1,852.7,3.08,26.25,Unsafe
7.19,587.8,0.32,26.57,Unsafe
7.45,786,4.84,26.44,Unsafe
7.29,486.6,2.02,25.96,Unsafe
7.45,864.7,1.29,26.52,Unsafe
7.69,781.3,1.54,26.23,Unsafe
7.72,543.3,3.4,25.98,Unsafe
7.89,442.4,1.34,25.95,Unsafe
7.5,582,1.42,25.54,Unsafe
7.44,619.2,1.8,27.2,Unsafe
8.05,682.2,3.52,26.18,Unsafe
7.22,743.7,0.84,27.01,Unsafe
7.77,495.7,1.2,25.03,Unsafe
7.71,614,3.25,26.08,Unsafe
7.27,506.8,5.8,26.69,Unsafe
8.27,736.9,3.93,27.17,Unsafe
7.5,613.3,1.97,26.14,Unsafe
7.89,499,1.49,26.5,Unsafe
7.24,416.2,3.1,26.02,Unsafe
8.19,842.5,1.18,26.31,Unsafe
7.42,783,3.62,27.06,Unsafe
7.84,884,2.32,26.24,Unsafe
7.93,416.3,1.31,26.14,Unsafe
7.72,608.7,3.11,27.03,Unsafe
7.93,408.2,5.59,25.33,Unsafe
8.26,772.4,2.17,27.23,Unsafe
7.73,728,4.79,26.74,Unsafe
7.09,840.1,1.11,25.84,Unsafe
8.04,409.6,3.92,26.57,Unsafe
7.67,710.4,4.84,25.98,Unsafe
7.87,706.5,1.97,25.84,Unsafe
7.73,762.5,1.28,26.51,Unsafe
7.64,515.8,4.5,26.16,Unsafe
7.33,507.3,3.12,26.17,Unsafe
7.09,896.1,4.56,25.89,Unsafe
7.74,568.5,4.03,26.47,Unsafe
7.43,815.5,4.14,26.11,Unsafe
7.31,584.8,3.38,25.57,Unsafe
7.17,881.9,1.68,25.71,Unsafe
8,434.1,0,25.15,Unsafe
7.67,495.3,1.04,25.23,Unsafe
7.72,505.4,1.52,25.66,Unsafe
7.48,828.7,2.45,25.85,Unsafe
7.43,583.5,1.39,26.99,Unsafe
7.68,890.3,0.83,25.51,Unsafe
7.49,415.3,0.98,25.77,Unsafe
7.87,784,1.89,25.74,Unsafe
7.94,707,1.4,27.18,Unsafe
8.29,486.5,1.53,24.39,Unsafe
7.16,550.9,3.74,24.96,Unsafe
7.35,712.2,3.6,24.77,Unsafe
7.01,800,1.52,26.1,Unsafe
7.61,535,4.17,25.6,Unsafe
8.24,624.1,4.98,25.35,Unsafe
7.87,598.6,2.06,26.52,Unsafe
7.44,658.6,1.4,25.67,Unsafe
8.09,590,1.76,25.55,Unsafe
7.24,777.6,3.7,25.94,Unsafe
7.97,470.6,2.41,25.61,Unsafe
7.96,594.6,2.02,25.68,Unsafe
7.54,879,2.91,25.78,Unsafe
7.84,555.7,4.91,25.81,Unsafe
8.23,603.5,2.18,25.76,Unsafe
7.3,494.2,2.68,26.24,Unsafe
8.28,748.4,4.64,26.78,Unsafe
7.53,598.6,4.48,26.69,Unsafe
7.42,760,1.91,26.06,Unsafe
7.9,821.9,4.57,25.07,Unsafe
7.4,450.2,2.31,25.68,Unsafe
8.31,448.2,1.42,27.04,Unsafe
8.01,582.7,1.7,25.53,Unsafe
7.53,477.1,3.35,26.14,Unsafe
7.97,576.5,4.44,26,Unsafe
8.01,526.4,4.02,25.51,Unsafe
8.4,723.3,0.55,25.53,Unsafe
7.34,705.2,3.63,25.14,Unsafe
7.85,403,2.21,25.94,Unsafe
7.34,880.1,5.01,25.49,Unsafe
7.14,883.3,6.05,26.32,Unsafe
7.18,639.5,1.96,26.91,Unsafe
7.56,445.9,4.12,26.9,Unsafe
7.84,413.1,1.75,25.91,Unsafe
7.87,778.9,1.18,26.01,Unsafe
7.25,622.6,3.65,26.08,Unsafe
7.98,734.9,4.59,26.17,Unsafe
7.14,406.8,0,24.92,Unsafe
8.11,503.1,3.74,25.39,Unsafe
8.05,473.1,2.61,24.78,Unsafe
7.14,415.1,4.52,26.36,Unsafe
7.89,548.2,3.83,26.74,Unsafe
8.3,591.9,5.14,25.43,Unsafe
7.82,631.7,1.79,26.15,Unsafe
7.77,551.2,1.28,25.32,Unsafe
7.89,744.5,5.28,24.93,Unsafe
7.46,552.3,3.52,26.08,Unsafe
8.13,687.3,0,26.44,Unsafe
7.56,811.1,1.43,24.71,Unsafe
8.04,643.9,3.97,24.86,Unsafe
7.4,560.6,0.77,25.72,Unsafe
7.79,520.1,4.16,25.79,Unsafe
8.13,830.5,1.22,25.27,Unsafe
7.95,445.8,0.93,25.29,Unsafe
8.05,493.5,2.14,24.55,Unsafe
8.14,538.6,5,25.37,Unsafe
7.5,882.9,5.02,25.04,Unsafe
7.73,752.4,3.08,24.74,Unsafe
7.37,544.7,3.51,25.17,Unsafe
7.89,437.5,3.54,25.22,Unsafe
8.13,560.1,2.75,25.41,Unsafe
7.51,701.9,2.28,25.73,Unsafe
7.19,628.9,2.24,24.67,Unsafe
7.86,747,3.04,25.18,Unsafe
8.27,515.2,5.8,25.28,Unsafe
7.85,808.2,4.41,24.56,Unsafe
7.2,600.4,2.53,25.75,Unsafe
7.5,893.6,5.06,24.75,Unsafe
8.19,630.1,0.14,25.28,Unsafe
7.94,649.4,2.72,25.74,Unsafe
7.3,713.3,3.73,25.94,Unsafe
7.63,675.6,3.21,24.67,Unsafe
7.24,640.3,2.44,25.96,Unsafe
8.22,908.7,4.61,25.01,Unsafe
7.39,791.4,1.92,25.04,Unsafe
8.07,470.2,2.71,25.29,Unsafe
7.24,409.2,3.65,25.59,Unsafe
7.24,853,2.8,25.9,Unsafe
7.33,822.3,2.74,25.87,Unsafe
8.11,451.1,3.92,26.28,Unsafe
7.32,721,2.88,25.58,Unsafe
7.45,440.8,1.27,26.06,Unsafe
7.63,520.3,1.49,25.23,Unsafe
7.94,686.6,4,25.41,Unsafe
7.75,482.9,4.42,25.14,Unsafe
7.66,862,2.46,24.62,Unsafe
8.23,553.8,0.93,25.21,Unsafe
8.35,517.8,2.6,24.83,Unsafe
8.02,738.1,4.21,25.53,Unsafe
7.34,880.7,4.61,24.99,Unsafe
8.11,654.3,2.66,24.97,Unsafe
7.77,455.4,3.89,24.63,Unsafe
7.12,745.4,2.29,25.56,Unsafe
7.93,793.2,1.5,25,Unsafe
7.15,646.5,1.22,25.08,Unsafe
8.13,835.4,4.85,24.67,Unsafe
7.12,462.9,5.21,25.16,Unsafe
7.11,472.7,2.5,25.31,Unsafe
8.14,569.6,4.46,25.1,Unsafe
7.6,564.6,0.7,25.83,Unsafe
7.55,529,2.51,24.6,Unsafe
7.57,714.6,2.38,25.06,Unsafe
7.37,642.5,2.57,25.78,Unsafe
7.23,761,1.94,25.83,Unsafe
8.38,672.4,5.02,25.7,Unsafe
7.34,487.8,2.67,24.61,Unsafe
8.02,752.8,0.97,24.59,Unsafe
7.27,400.9,2.8,24.85,Unsafe
7.35,714.8,4.31,24.4,Unsafe
7.07,707.2,4.99,24.38,Unsafe
7.34,534,2.89,24.58,Unsafe
7.78,479.4,2.83,24.45,Unsafe
7.8,811.2,1,23.98,Unsafe
7.75,867.7,4.34,24.75,Unsafe
8.17,564.2,1.69,24.65,Unsafe
7.45,561,4.61,24.69,Unsafe
7.92,579.7,0,24.58,Unsafe
7.65,802.5,2.5,23.85,Unsafe
7.07,681.5,3.17,24.43,Unsafe
7.21,878.2,1.23,24.78,Unsafe
7.77,868.6,2.03,24.67,Unsafe
8.23,878.4,3.54,24.83,Unsafe
7.71,492.4,0.77,24.29,Unsafe
7.4,812.6,3.86,24.54,Unsafe
7.65,729.2,0.38,24.94,Unsafe
7.75,601.5,0.38,24.11,Unsafe
8.3,511.6,2.32,24.73,Unsafe
7.52,542.4,1.16,26.07,Unsafe
7.55,759.6,2.86,24.96,Unsafe
7.46,627.7,1.48,25.02,Unsafe
7.32,480,4.8,24.3,Unsafe
7.64,553,3.58,24.41,Unsafe
7.62,539.9,1.22,24.92,Unsafe
8,584.9,3.37,24.46,Unsafe
8.14,421.5,2.89,24.44,Unsafe
7.39,426,3.96,25.11,Unsafe
7.27,440.8,0.62,24.75,Unsafe
7.7,438.3,3.98,24.98,Unsafe
8.2,764.1,2.89,25.01,Unsafe
7.26,561.5,4.09,23.9,Unsafe
8.29,763.6,2.72,25,Unsafe
7.18,476.2,1.72,25.32,Unsafe
7.47,871.2,0.45,24.63,Unsafe
7.88,735.3,3.54,24.02,Unsafe
7.63,647.4,4.12,24.4,Unsafe
7.68,420,3.65,25.39,Unsafe
7.64,622.2,3.68,24.95,Unsafe
7.28,593.9,1.44,24.64,Unsafe
7.1,570,1.34,25.37,Unsafe
7.65,559,4.28,23.67,Unsafe
8.24,802.4,3.38,24.18,Unsafe
8.17,681.1,3.32,24.88,Unsafe
7.47,579.1,3.61,24.35,Unsafe
8.27,561.7,1.11,25.18,Unsafe
8.09,662.1,2.98,24.95,Unsafe
7.26,551.8,3.18,23.73,Unsafe
7.81,722,5.25,24.92,Unsafe
7.88,433.9,3.54,24.27,Unsafe
8.21,752,1.47,25.8,Unsafe
7.5,661.8,4.14,24.29,Unsafe
8.33,498.9,1.72,24.56,Unsafe
7.93,771.2,3.69,24.53,Unsafe
8.02,825.5,5.55,25,Unsafe
7.74,505.4,0.51,24.45,Unsafe
7.52,551,1.8,24.75,Unsafe
7.5,432.6,0.46,25.41,Unsafe
7.99,756.7,0.68,23.86,Unsafe
7.55,814.3,2.36,24.45,Unsafe
7.39,509.9,1.21,24.5,Unsafe
7.57,481.5,2.66,23.98,Unsafe
7.72,467.5,2.06,24.59,Unsafe
7.94,616.7,2.78,25,Unsafe
7.53,727.7,1.24,24.03,Unsafe
7.11,793.9,5.5,24.24,Unsafe
7.79,727.8,4.06,24.35,Unsafe
7.57,611,3.73,24.05,Unsafe
7.65,606.6,2.62,24.35,Unsafe
7.4,822.8,3,24.54,Unsafe
7.45,415.9,2.16,24.42,Unsafe
7.44,514.5,1.63,24.82,Unsafe
7.15,610.1,3.77,23.64,Unsafe
7.39,429.3,1.38,25.64,Unsafe
7.96,400.7,2.76,24.13,Unsafe
7.92,405.5,2.94,23.41,Unsafe
7.3,833.6,1.6,23.55,Unsafe
7.66,550.2,3.35,24.36,Unsafe
8.03,869,3.72,24.53,Unsafe
8.17,538.5,2.52,23.59,Unsafe
7.13,819.1,1.58,23.54,Unsafe
8.2,482.4,2.04,24.88,Unsafe
7.83,392.9,1.31,23.31,Unsafe
7.67,778.1,2.16,23.79,Unsafe
7.43,809,1.6,23.82,Unsafe
8.08,481,4.75,24.15,Unsafe
8.13,754.2,2.79,24.39,Unsafe
8.16,418.8,4.79,24.38,Unsafe
8.06,764.2,0.79,24.59,Unsafe
7.84,780.9,2.59,23.52,Unsafe
7.64,439,1.1,24.09,Unsafe
7.92,696.8,1.96,23.25,Unsafe
8.02,722.6,1.29,24.08,Unsafe
7.17,718.1,3.36,24.34,Unsafe
7.56,520.5,1.08,24.08,Unsafe
7.03,661.8,1.74,24.75,Unsafe
7.34,835.2,3,24.57,Unsafe
7.64,677.3,1.27,24.25,Unsafe
7.5,715.3,1.84,24.4,Unsafe
7.87,540.7,1.24,23.66,Unsafe
8.21,885,1.08,23.99,Unsafe
7.85,712.9,0.8,23.87,Unsafe
7.57,612.5,0.6,23.15,Unsafe
7.83,656.8,1.81,24.03,Unsafe
7.82,808.9,4.08,24.67,Unsafe
7.32,498.4,3.98,23.52,Unsafe
7.91,486.9,2.65,23.65,Unsafe
7.21,764.2,1.5,24.57,Unsafe
8.1,761.2,5.53,24.6,Unsafe
7.42,668.3,1.83,24.28,Unsafe
8.19,543.6,2.03,23.74,Unsafe
7.38,678.7,4.5,24.18,Unsafe
8.1,631.4,3.8,24.92,Unsafe
7.93,802.7,0.45,23.49,Unsafe
7.81,645.8,3.33,23.92,Unsafe
7.6,673.6,2.77,24.29,Unsafe
7.55,693.5,3.37,24.37,Unsafe
7.61,526.6,1.83,23.21,Unsafe
7.73,417.3,4.46,22.73,Unsafe
8.24,638.4,3.73,23.73,Unsafe
8.02,700.6,4.17,24.06,Unsafe
7.61,710.2,3.57,23.81,Unsafe
8.19,452.7,4.64,22.89,Unsafe
7.69,828.9,1.54,23.47,Unsafe
7.87,568.1,2.97,24,Unsafe
7.68,516,2.62,23.99,Unsafe
7.21,747.7,3.98,23.25,Unsafe
7.24,779.1,3.04,23.5,Unsafe
7.33,566.1,3.17,23.74,Unsafe
8.16,876.2,1.37,23.41,Unsafe
8.27,875,1.32,22.62,Unsafe
7.74,544.2,2.49,23.82,Unsafe
8.15,726.8,1.84,23.09,Unsafe
7.22,753.3,0.36,23.89,Unsafe
7.7,793.3,1.1,24.09,Unsafe
7.1,595.7,1.07,23.44,Unsafe
7.6,830.7,3.52,24.15,Unsafe
7.37,738.7,1.64,23.47,Unsafe
7.62,746,0.5,23.25,Unsafe
7.81,607.2,1.73,23.65,Unsafe
8.04,782.9,3.86,23.07,Unsafe
7.36,652.1,3.69,23.66,Unsafe
7.64,741.6,3.26,23.12,Unsafe
7.58,604,5.79,24.04,Unsafe
7.39,568.9,2.81,23.29,Unsafe
7.29,540.8,3.2,22.89,Unsafe
7.91,622.2,3,23.15,Unsafe
7.83,839.7,3.64,24.27,Unsafe
7.13,430.5,2.93,22.87,Unsafe
7.16,583.6,4.41,24.04,Unsafe
7.89,866.9,4.59,22.94,Unsafe
7.69,442.6,4.43,23.24,Unsafe
8.03,789.2,1.36,23.21,Unsafe
7.67,424.9,2.96,24.63,Unsafe
7.38,407.9,1.78,23.06,Unsafe
7.65,563.3,4.68,24.1,Unsafe
8.17,501.9,2.3,24.38,Unsafe
7.2,567.1,1.95,24.5,Unsafe
7.51,524.4,3.16,23.91,Unsafe
8.31,417,3.81,23.77,Unsafe
7.32,404,1.29,23.41,Unsafe
8.15,776.4,2.42,23.47,Unsafe
7.76,859.6,0.84,22.92,Unsafe
7.26,648.1,3.81,22.97,Unsafe
7.63,885.4,4.48,23.84,Unsafe
8.04,756.5,4.96,23.19,Unsafe
8.15,481.9,2.36,23.49,Unsafe
7.99,418.5,1.1,23.54,Unsafe
7.41,855.7,2.81,23.79,Unsafe
8,435.5,4.45,23.75,Unsafe
7.5,642.5,2.82,24.12,Unsafe
7.76,827.6,3.51,24.74,Unsafe
7.58,666.6,4.52,23.66,Unsafe
8.32,647.1,4.03,23.63,Unsafe
7.94,497.9,3.71,23.3,Unsafe
7.07,562.5,0.07,24.03,Unsafe
8.01,711.1,0.83,24.47,Unsafe
8.22,615,4.55,23.79,Unsafe
7.28,635.2,1.17,23.38,Unsafe
7.16,603,3.63,23.55,Unsafe
7.12,794.3,0.55,23.87,Unsafe
7.72,631.1,3.95,23.86,Unsafe
7.51,422.3,5.06,22.62,Unsafe
7.85,514.1,1.66,23.99,Unsafe
7.98,504.5,4.99,23.33,Unsafe
7.48,517,3.12,22.35,Unsafe
7.72,887,3.36,22.89,Unsafe
7.68,903.4,4.76,23.11,Unsafe
7.27,782.9,2.03,21.77,Unsafe
8.16,884.6,1.47,23.07,Unsafe
7.38,654.5,3.41,21.99,Unsafe
7.73,864.5,2.93,23.07,Unsafe
7.55,441.2,4.89,24.22,Unsafe
8.27,832.7,3.72,23.21,Unsafe
7.95,425.9,1.7,23.46,Unsafe
7.16,797.9,2.4,23.38,Unsafe
7.82,680.3,3.65,23.93,Unsafe
7.8,519.2,4.11,22.99,Unsafe
7.56,870.1,2.17,23.56,Unsafe
7.79,783.3,3.16,22.78,Unsafe
8.31,601.2,1,23.59,Unsafe
7.68,830.3,5.12,23.2,Unsafe
7.9,882.4,0.91,23.36,Unsafe
7.21,849.5,2.28,22.54,Unsafe
7.62,401.4,4.21,23.56,Unsafe
7.87,421.2,4.72,22.73,Unsafe
7.88,655.5,2.31,23.04,Unsafe
7.18,495.2,3.69,23.19,Unsafe
7.19,851.6,3.88,23.21,Unsafe
7.96,882.9,3.32,23.08,Unsafe
7.93,514.9,5.09,22.64,Unsafe
8.26,771.7,3.5,23.06,Unsafe
7.42,439.1,2.53,23.8,Unsafe
7.21,558.5,1.92,23.82,Unsafe
8.21,537.1,1.79,22.84,Unsafe
7.01,445.3,5.64,22.7,Unsafe
7.27,741.4,3.62,23.24,Unsafe
7.6,633.6,3.63,22.85,Unsafe
8.25,480.5,4.4,23.54,Unsafe
7.96,539.3,4.53,22.53,Unsafe
7.87,807.6,1.8,23.13,Unsafe
7.16,448.9,2,22.69,Unsafe
7.95,785.1,0,24.42,Unsafe
8,888.5,1.16,22.55,Unsafe
7.06,809.1,3.74,23.58,Unsafe
7.08,661.6,5.56,22.92,Unsafe
7.15,879.1,3.04,23.47,Unsafe
7.94,498.3,0.39,23.32,Unsafe
7.53,676,3.02,22.65,Unsafe
7.52,584.3,2.39,23.47,Unsafe
7.22,448.1,2.16,23.03,Unsafe
7.69,400.4,4.15,22.69,Unsafe
8.22,645.6,2.21,22.29,Unsafe
7.71,898.8,2.03,22.49,Unsafe
8.05,466.1,2.52,22.07,Unsafe
8.32,484.5,2.83,21.72,Unsafe
7.37,403.8,5.06,22.57,Unsafe
7.3,422.7,3.88,22.23,Unsafe
8.36,805.1,0.34,22.35,Unsafe
7.35,557.8,2.47,22.9,Unsafe
7.19,442.5,2.59,22.36,Unsafe
7.57,644.2,1.58,22.37,Unsafe
7.2,882.1,3.5,22.03,Unsafe
7.29,850,3.89,22.78,Unsafe
7.43,689.7,1.36,22.69,Unsafe
7.86,411.1,3.09,22.98,Unsafe
7.78,756.6,4.4,22.95,Unsafe
7.55,540.2,4.13,21.98,Unsafe
7.18,430.9,2.04,23.12,Unsafe
7.82,846.6,1.32,23.39,Unsafe
7.7,714.2,2.27,22.57,Unsafe
8.22,848,4.7,22.48,Unsafe
8.17,771.7,2.29,21.8,Unsafe
7.85,801.7,3.42,23.35,Unsafe
7.76,813.1,1.69,23.04,Unsafe
7.32,798.9,1.88,22.86,Unsafe
8.27,854.8,1.33,23.03,Unsafe
7.55,666.5,3.08,22.61,Unsafe
8.2,446.6,4.03,22.6,Unsafe
8.27,590.6,2.39,23.39,Unsafe
8.18,663.2,3.62,22.93,Unsafe
7.89,577.5,2.11,22.42,Unsafe
7.41,686,1.31,23.54,Unsafe
8.12,556.4,1.47,22.5,Unsafe
7.92,468.2,1.52,22.19,Unsafe
7.31,792.7,2.05,21.27,Unsafe
8.23,427.9,1.01,22.1,Unsafe
8.37,865.1,2.32,22.1,Unsafe
7.24,633.2,2.71,22.8,Unsafe
7.32,790.6,1.93,22.71,Unsafe
7.93,899.9,2.37,22.6,Unsafe
8.27,553.2,4.78,22.93,Unsafe
8.01,700.9,4.67,22.38,Unsafe
7.94,531.8,4.24,22.19,Unsafe
7.93,771.5,1.85,22.65,Unsafe
8.21,718.3,3.25,22.96,Unsafe
8.24,820,0.86,21.61,Unsafe
7.87,646.5,0.24,22.39,Unsafe
7.56,395.9,0.84,22.6,Unsafe
7.65,800.7,2.72,22.8,Unsafe
7.29,723.4,2.44,21.16,Unsafe
7.87,603.2,3.65,22.45,Unsafe
7.61,578.1,2.96,23.04,Unsafe
7.32,859.9,4.91,22.5,Unsafe
8.01,796.9,4.96,21.95,Unsafe
7.72,570,1.53,23.15,Unsafe
8.1,884,4.11,22.84,Unsafe
7.65,465,2.59,22.64,Unsafe
7.25,452.8,2.53,22.53,Unsafe
7.22,469.5,2.42,22.2,Unsafe
8.01,446.5,1.93,22.85,Unsafe
8.18,446.1,1.51,22.49,Unsafe
7.21,801.1,3.1,22.5,Unsafe
8.05,529,2.02,21.84,Unsafe
8.06,579.8,1.2,22.19,Unsafe
8.06,642.4,1.79,22.65,Unsafe
7.94,811.7,3.58,22.9,Unsafe
8.01,836.1,1.82,21.36,Unsafe
7.09,893.8,4.95,22.35,Unsafe
7.74,559.6,0,21.38,Unsafe
8.24,782.2,2.72,21.93,Unsafe
7.83,738,4.24,21.62,Unsafe
7.15,686.9,1.97,22.35,Unsafe
8.2,850.4,0.99,22.08,Unsafe
8.06,831.6,4.66,21.91,Unsafe
7.55,588.9,1.52,21.78,Unsafe
7.36,717.5,1.19,22.13,Unsafe
8.16,762.7,2.1,21.65,Unsafe
7.29,486.4,1.47,21.69,Unsafe
8.36,628.5,1.26,22.06,Unsafe
7.29,574.6,1.26,22.95,Unsafe
7.66,724.3,0.49,21.65,Unsafe
7.92,486.2,1.03,22.26,Unsafe
8.19,607,3.91,22.72,Unsafe
7.2,538.2,4.28,21.72,Unsafe
7.22,721.4,3.53,22.45,Unsafe
8.07,791.5,4.83,21.93,Unsafe
8,459.3,1.62,21.92,Unsafe
7.93,761.6,1.45,22.76,Unsafe
7.23,654.7,4.26,22.36,Unsafe
7.66,630.2,0.9,21.21,Unsafe
7.25,863.5,3.08,21.56,Unsafe
7.56,461.9,4.36,21.19,Unsafe
8.3,697.7,1.7,22.14,Unsafe
8.08,762.1,4.83,22.41,Unsafe
7.69,834.8,2.57,22.24,Unsafe
7.86,596.3,1.59,21.77,Unsafe
7.91,709.9,2.21,22.69,Unsafe
8,573.5,4.14,21.98,Unsafe
7.96,613.4,4.21,22.33,Unsafe
7.44,844.1,2.83,22.35,Unsafe
7.16,681.9,2.84,21.93,Unsafe
8.2,602.1,2.48,22.86,Unsafe
7.68,896,3.79,22.47,Unsafe
8.03,863.1,3.36,21.69,Unsafe
7.22,790,2.93,21.76,Unsafe
7.98,625.1,2.89,21.2,Unsafe
7.14,714.6,4.92,22.08,Unsafe
7.37,835.8,0.65,21.24,Unsafe
8.11,638.3,2.65,21.54,Unsafe
7.93,803.8,3.86,22.26,Unsafe
7.92,741.3,0.77,22.25,Unsafe
7.75,849,0.62,22.39,Unsafe
7.78,665.6,3.61,21.81,Unsafe
7.55,767.2,2.41,21.59,Unsafe
7.32,581.4,2.21,21.42,Unsafe
8.17,821.7,2.8,21.57,Unsafe
7.98,646.2,4.52,21.82,Unsafe
7.17,773.7,1.92,21.71,Unsafe
7.61,814.8,1.78,21.65,Unsafe
7.64,577.5,0.48,22.61,Unsafe
8.27,880.3,1.26,21.81,Unsafe
7.95,853.1,1.56,21.71,Unsafe
7.28,749,0.62,21.8,Unsafe
7.34,423.5,4.3,22.59,Unsafe
7.96,745.8,0.66,22.25,Unsafe
7.49,844.5,3.36,22.91,Unsafe
7.72,711.3,3.81,21.95,Unsafe
8.09,784.8,1.79,22.19,Unsafe
8.07,845.8,1.3,22.15,Unsafe
7.58,503.5,2.34,21.25,Unsafe
7.66,659.7,0.39,22.16,Unsafe
8.05,736.4,0.42,22.75,Unsafe
7.19,487.4,2.2,20.98,Unsafe
8.25,505.1,0.52,22.58,Unsafe
7.31,803.4,4.86,22.28,Unsafe
7.57,547.3,2.38,21.79,Unsafe
7.92,565.8,3.25,22.2,Unsafe
7.3,610.3,3.46,21.56,Unsafe
7.78,411.3,4.6,22.4,Unsafe
8.26,422.4,1.57,21.8,Unsafe
8.05,546.9,1.84,21.64,Unsafe
8.37,520.8,1.87,22.39,Unsafe
7.62,802.3,4.32,21.64,Unsafe
7.97,635.3,2.76,22.32,Unsafe
7.97,504.6,2.66,21.61,Unsafe
7.52,682.7,4.63,22.12,Unsafe
8.27,705.6,5.59,22.41,Unsafe
8.21,774.4,4.45,22.25,Unsafe
7.22,665.6,3.52,21.59,Unsafe
7.24,695.7,1.35,21.38,Unsafe
7.58,684.5,3.43,22.3,Unsafe
7.4,817.1,3.76,22.66,Unsafe
7.32,866.6,1.48,22.03,Unsafe
7.23,808.2,2.8,22.92,Unsafe
8.01,781.6,4.5,22.46,Unsafe
7.6,545.9,3.42,22.98,Unsafe
7.76,737.3,1.56,21.93,Unsafe
8.13,721.2,1.75,22.3,Unsafe
7.99,550.9,1.98,21.76,Unsafe
8.17,599.6,2.15,22.1,Unsafe
7.25,824.7,0.31,21.74,Unsafe
7.11,560.4,3.83,22.29,Unsafe
7.16,531.5,1.9,21.53,Unsafe
7.56,857.1,2.86,21.41,Unsafe
7.61,458,1.51,21.9,Unsafe
7.61,463.9,3.56,22.8,Unsafe
7.1,672,2.33,20.72,Unsafe
7.83,525.9,3.5,22.95,Unsafe
7.06,773.3,3.54,21.98,Unsafe
8.1,725.9,1.12,22.2,Unsafe
7.69,541.5,2.89,21.39,Unsafe
7.5,554.4,4.14,21.54,Unsafe
8.04,562.7,3.23,22.55,Unsafe
7.55,474.6,1.68,21.29,Unsafe
7.26,892.6,4.58,21.99,Unsafe
8.31,550.6,0.49,21.88,Unsafe
8.15,449.3,1.51,22.52,Unsafe
8.06,536.5,5.13,21.27,Unsafe
7.57,644.3,4.35,22.03,Unsafe
8.03,644.1,1.11,21.06,Unsafe
7.68,602.2,3.93,21.7,Unsafe
7.19,728.2,1.33,22.01,Unsafe
8.16,849.8,1.7,21.86,Unsafe
7.21,669.4,1.17,21.85,Unsafe
8.29,674.9,3.3,22.5,Unsafe
8.14,873.1,4.5,22.45,Unsafe
7.74,842.5,3.28,22.25,Unsafe
6.99,816.1,3.65,22.04,Unsafe
7.58,484.4,5.1,22.64,Unsafe
7.54,833.7,4.52,22.79,Unsafe
7.5,653,3.3,22.63,Unsafe
7.31,670,4.02,23.11,Unsafe
7.91,775.8,4.33,21.76,Unsafe
7.35,878.1,1.58,22.47,Unsafe
7.82,789.3,4.59,23.03,Unsafe
7.95,500.3,2.19,22.68,Unsafe
